Identifiant de l'accident;Date et heure;Commune;Année;Mois;Jour;Heure minute;Lumière;Localisation;Intersection;Conditions atmosphériques;Collision;Département;Code commune;Code Insee;Adresse;Latitude;Longitude;Code Postal;Numéro;Coordonnées;PR;Surface;V1;Circulation;Voie réservée;Env1;Voie;Largeur de la chaussée;V2;Largeur terre plein central;Nombre de voies;Catégorie route;PR1;Plan;Profil;Infrastructure;Situation;Année de naissance;Sexe;Action piéton;Gravité;Existence équipement de sécurité;Utilisation équipement de sécurité;Localisation du piéton;Identifiant véhicule;Place;Catégorie d'usager;Piéton seul ou non;Motif trajet;Point de choc;Manœuvre;Sens;Obstacle mobile heurté;Obstacle fixe heurté;Catégorie véhicule;Nombre d'occupants;Gps
201500024835;2015-05-12T16:30:00+02:00;Saint-gregoire;15;05;12;16:30;Plein jour;En agglomération;Autre intersection;Normale;Autre collision;35;278;35278;BOUTIERE (BOULEVARD DE L;4814333;-168799;35760;;48.144246, -1.68947;;normale;;A sens unique;;00;0;0;;0;1;Voie Communale;;Partie rectiligne;Plat;Carrefour aménagé;Sur trottoir;1940;Masculin;Se déplaçant;Blessé;Ceinture;Non déterminable;;A01;1;Conducteur;;Promenade – loisirs;Avant;;;;Bordure de trottoir;VL seul;;Métropole
201500024848;2015-03-04T18:10:00+01:00;Rennes;15;03;04;18:10;Plein jour;En agglomération;Hors intersection;Normale;Deux véhicules – par l’arrière;35;238;35238;11, BD DE BULGARIE;4808470;-165904;35000;11;48.084769, -1.658483;;normale;;A chaussées séparées;Banque cyclable;99;;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1970,1975;Féminin,Féminin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Casque;Oui,Oui;;B01,A01;1,1;Conducteur,Conducteur;;Promenade – loisirs,Domicile – travail;Arrière,Avant;Arrêté (hors stationnement),Même sens;;Véhicule,Véhicule;;VL seul,Scooter < 50 cm3;;Métropole
201500024895;2015-06-19T14:00:00+02:00;Rennes;15;06;19;14:00;Plein jour;En agglomération;Intersection en X;Normale;Deux véhicules – par l’arrière;35;238;35238;00, DUGUAY TROUIN (QUAI);4811016;-168407;35000;00;48.110208, -1.68267;;normale;;A sens unique;Banque cyclable;99;0;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1993,1980;Masculin,Féminin;Se déplaçant,Se déplaçant;Blessé,Indemne;Autre,Ceinture;Non déterminable,Oui;;A01,B01;1,1;Conducteur,Conducteur;;Domicile – travail;Avant,Arrière;Tournant A gauche,Arrêté (hors stationnement);;Véhicule,Véhicule;;Bicyclette,VL seul;;Métropole
201500024914;2015-06-05T10:15:00+02:00;Rennes;15;06;05;10:15;Plein jour;En agglomération;Hors intersection;Normale;Deux véhicules – par l’arrière;35;238;35238;, SCHUMAN (PONT ROBERT);4815461;-169369;35000;;48.13236, -1.709873;;normale;;;;99;0;0;;0;2;Voie Communale;;En courbe à gauche;Pente;Pont - autopont;Sur chaussée;1957,1936,1988;Masculin,Féminin,Masculin;Traversant,Se déplaçant,Se déplaçant;Blessé,Indemne,Indemne;Ceinture,Ceinture;Oui,Oui;Sur passage piéton - Sans signalisation lumineuse;A01,B01;1,1;Piéton,Conducteur,Conducteur;Accompagné;Promenade – loisirs,Promenade – loisirs,Utilisation professionnelle;Avant,Avant;Sans changement de direction,Sans changement de direction;;Véhicule,Piéton;;VU seul 1,VL seul;;Métropole
201500024945;2015-05-06T12:10:00+02:00;Rennes;15;05;06;12:10;Plein jour;En agglomération;Intersection en T;Normale;Autre collision;35;238;35238;PARIS/R.LENOIR;4811270;-166464;35000;;48.122525, -1.683141;;normale;;Bidirectionnelle;Voie réservée;03;;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1999,1962;Masculin,Féminin;Traversant,Se déplaçant;Blessé,Blessé;Casque;Oui;Sur passage piéton - Sans signalisation lumineuse;A01;1;Piéton,Conducteur;Seul;Domicile – école,Domicile – travail;Avant droit;Sans changement de direction;;Piéton;;Scooter > 50 cm3 et <= 125 cm3;;Métropole
201500024967;2015-05-15T19:30:00+02:00;Rennes;15;05;15;19:30;Plein jour;En agglomération;Hors intersection;Normale;Sans collision;35;238;35238;ALLÉE DU GACET;4808540;-166552;35000;;48.085385, -1.66346;;mouillée;;Bidirectionnelle;;99;;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1956;Masculin;Se déplaçant;Blessé;Casque;Oui;;A01;1;Conducteur;;Promenade – loisirs;Avant;Sans changement de direction;;;;Scooter < 50 cm3;;Métropole
201500025001;2015-09-05T16:00:00+02:00;Rennes;15;09;05;16:00;Plein jour;En agglomération;Hors intersection;Normale;Autre collision;35;238;35238;00, UKRAINE (ALLEE D');4808138;-167838;35000;00;48.101834, -1.653737;;normale;;;;99;0;0;;0;1;Voie Communale;;En courbe à droite;Plat;;Sur trottoir;1939;Masculin;Se déplaçant;Blessé;Ceinture;Oui;;A01;1;Conducteur;;Courses – achats;Avant;Sans changement de direction;;;Autre obstacle fixe sur trottoir ou accotement;VL seul;;Métropole
201500025026;2015-09-14T18:36:00+02:00;Cesson-sevigne;15;09;14;18:36;Plein jour;Hors agglomération;Hors intersection;Normale;Sans collision;35;051;35051;PORTE DE LA RIGOURDIERE;4811142;-158711;35510;;48.115148, -1.586233;1;normale;;A chaussées séparées;;99;136;0;;0;4;Route Nationale;500;Partie rectiligne;Plat;;;1969;Masculin;Se déplaçant;Blessé;Ceinture;Oui;;A01;1;Conducteur;;;;;;;;VL seul;;Métropole
201500025110;2015-11-16T19:30:00+01:00;Saint-jacques-de-la-lande;15;11;16;19:30;Plein jour;Hors agglomération;Intersection en X;Normale;Deux véhicules – par le coté;35;281;35281;00, PILATE (RUE DE LA);4809251;-169468;35136;00;48.091993, -1.695118;0;mouillée;;;;00;0;0;;0;1;Voie Communale;0;;Plat;;;1984,1989;Féminin,Masculin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Casque;Oui,Oui;;A01,B01;1,1;Conducteur,Conducteur;;Utilisation professionnelle;Avant;Sans changement de direction;;Véhicule,Véhicule;;Cyclomoteur <50cm3,VL seul;;Métropole
201500025154;2015-12-13T09:40:00+01:00;Rennes;15;12;13;09:40;Plein jour;En agglomération;Intersection en X;Normale;Deux véhicules – par le coté;35;238;35238;00, FREVILLE (AVENUE HEN;4808377;-167511;35000;00;48.109755, -1.648118;;normale;;A chaussées séparées;;99;0;0;;0;4;Voie Communale;;Partie rectiligne;Plat;Carrefour aménagé;Sur chaussée;1972,1956;Féminin,Féminin;Se déplaçant,Se déplaçant;Blessé,Indemne;Ceinture,Ceinture;Oui,Oui;;A01,B01;1,1;Conducteur,Conducteur;;Courses – achats,Courses – achats;Avant droit,Avant gauche;Sans changement de direction,Sans changement de direction;;Véhicule,Véhicule;;VL seul,VL seul;;Métropole
201500014116;2015-01-30T08:00:00+01:00;;15;01;30;08:00;Plein jour;En agglomération;Hors intersection;Normale;Autre collision;13;055;13055;09, BD FERDINAND DE LESS;4331971;0536952;;09;48.102251, -1.707582;;normale;;A sens unique;;00;4;0;C;0;0;Route Départementale;;Partie rectiligne;Plat;;Sur chaussée;1980,2013,1968,1996,1972;Féminin,Féminin,Masculin,Masculin,Masculin;Se déplaçant,Se déplaçant,Se déplaçant,Se déplaçant,Se déplaçant;Blessé,Blessé,Blessé,Indemne,Indemne;Ceinture,Ceinture,Ceinture,Ceinture,Ceinture;Non déterminable,Non déterminable,Non déterminable,Oui,Non déterminable;;A01,B01;2,3,4,1,1;Passager,Passager,Passager,Conducteur,Conducteur;;Promenade – loisirs,Autre,Autre,Promenade – loisirs,Utilisation professionnelle;Avant droit,Avant gauche;Tournant A droite,Sans changement de direction;;Véhicule,Véhicule;;VL seul,Autobus;4;Métropole
201500024751;2015-01-21T14:45:00+01:00;Rennes;15;01;21;14:45;Plein jour;En agglomération;Intersection en X;Normale;Autre collision;35;238;35238;LIBERT?/JOFFRE;4810740;-167784;35000;;48.108432, -1.677822;;normale;;A chaussées séparées;Voie réservée;03;;0;;0;2;Voie Communale;;Partie rectiligne;Plat;Carrefour aménagé;Sur chaussée;1958;Féminin;Se déplaçant;Blessé;Ceinture;Oui;;A01;1;Conducteur;;Promenade – loisirs;Avant gauche;Sans changement de direction;;;Mobilier urbain;VL seul;;Métropole
201500024802;2015-02-14T04:10:00+01:00;Rennes;15;02;14;04:10;Nuit avec éclairage public allumé;En agglomération;Hors intersection;Pluie légère;Autre collision;35;238;35238;25 B RUE DE LA MONNAIE;4811040;-168462;35000;25;48.110459, -1.684547;;mouillée;;;;99;;0;;0;1;Voie Communale;;Partie rectiligne;Pente;;Sur chaussée;1964,1959;Masculin,Masculin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Casque;Non déterminable,Non;;B01,A01;1,1;Conducteur,Conducteur;;Promenade – loisirs,Promenade – loisirs;Avant;Sans changement de direction,Sans changement de direction;;Véhicule,Véhicule;;Bicyclette,VL seul;;Métropole
201500024811;2015-04-20T16:00:00+02:00;Rennes;15;04;20;16:00;Plein jour;En agglomération;Hors intersection;Normale;Deux véhicules – par le coté;35;238;35238;214, CHATILLON (DE);4808795;-167207;35000;214;48.087475, -1.672874;;normale;;Bidirectionnelle;;99;0;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1988,1963;Masculin,Masculin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Casque;Oui,Oui;;B01,A01;1,1;Conducteur,Conducteur;;;Avant,Avant gauche;Sans changement de direction,Tournant A gauche;;Véhicule,Véhicule;;Motocyclette > 50 cm3 et <= 125 cm3,VU seul 1;;Métropole
201500024814;2015-04-21T12:55:00+02:00;Cesson-sevigne;15;04;21;12:55;Plein jour;Hors agglomération;Giratoire;Normale;Deux véhicules - frontale;35;051;35051;LONGCHAMPS (PORTE DES);4813637;-162447;35510;;48.140179, -1.598291;23;normale;;A sens unique;Banque cyclable;99;0;0;;0;2;Route Départementale;600;En courbe à gauche;Plat;Carrefour aménagé;Sur chaussée;1966,1971;Féminin,Masculin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Casque;Oui,Oui;;A01,B01;1,1;Conducteur,Conducteur;;;Arrière droit,Avant gauche;Tournant A droite,Sans changement de direction;;Véhicule,Véhicule;;VL seul,Motocyclette > 125 cm3;;Métropole
201500024818;2015-04-25T11:55:00+02:00;Cesson-sevigne;15;04;25;11:55;Plein jour;Hors agglomération;Hors intersection;Normale;Autre collision;35;051;35051;PORTE DE LA RIGOURDIERE;4811875;-157255;35510;;48.115148, -1.586233;0;normale;;A chaussées séparées;Voie réservée;99;136;0;;0;4;Route Nationale;50;En courbe à droite;Plat;;Sur chaussée;1971;Féminin;Se déplaçant;Blessé;Ceinture;Oui;;A01;1;Conducteur;;Promenade – loisirs;Avant;Sans changement de direction;;;Fossé;VL seul;;Métropole
201500024894;2015-06-18T13:35:00+02:00;Rennes;15;06;18;13:35;Plein jour;En agglomération;Hors intersection;Normale;Autre collision;35;238;35238;49, LEROUX (BD OSCAR);4809158;-166255;35000;49;48.091602, -1.663171;;normale;;A sens unique;;00;0;0;;0;1;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;2002,1982;Masculin,Féminin;Masqué,Se déplaçant;Blessé,Indemne;Ceinture;Oui;Sur chaussée - A – 50 m du passage piéton;A01;1;Piéton,Conducteur;Seul;Domicile – école;;;;Piéton;;VL seul;;Métropole
201500024941;2015-05-04T14:55:00+02:00;Rennes;15;05;04;14:55;Plein jour;En agglomération;Intersection en X;Pluie légère;Deux véhicules – par le coté;35;238;35238;TOULLIER/JANVIER;4810940;-167393;35000;;48.109295, -1.675662;;mouillée;;A sens unique;;03;;0;;0;1;Voie Communale;;Partie rectiligne;Plat;Carrefour aménagé;Sur chaussée;1993,1982;Masculin,Masculin;Se déplaçant,Se déplaçant;Blessé,Indemne;Ceinture;Oui;;A01,B01;1,1;Conducteur,Conducteur;;Promenade – loisirs,Utilisation professionnelle;Côté gauche,Arrière droit;Traversant la chaussée,Tournant A droite;;Véhicule,Véhicule;;Bicyclette,VU seul 1;;Métropole
201500024971;2015-08-11T17:00:00+02:00;Rennes;15;08;11;17:00;Plein jour;En agglomération;Intersection en T;Normale;Deux véhicules – par le coté;35;238;35238;00, SAINT-HELIER;4810647;-166828;35000;00;48.105963, -1.667801;;normale;;Bidirectionnelle;Banque cyclable;99;0;0;;0;2;Voie Communale;;Partie rectiligne;Plat;Carrefour aménagé;Sur chaussée;1974,1971;Masculin,Masculin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Casque;Oui,Oui;;B01,A01;1,1;Conducteur,Conducteur;;Autre,Autre;Côté droit,Avant droit;Sans changement de direction,Tournant A gauche;;Véhicule,Véhicule;;Motocyclette > 125 cm3,VL seul;;Métropole
201500024982;2015-08-14T11:50:00+02:00;Rennes;15;08;14;11:50;Plein jour;En agglomération;Hors intersection;Pluie légère;Deux véhicules – par l’arrière;35;238;35238;CANADA (AVENUE DU);4808795;-168224;35000;;48.086391, -1.682214;;mouillée;;;;00;0;0;;0;0;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1989,1994;Masculin,Masculin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Casque;Oui,Oui;;B01,A01;1,1;Conducteur,Conducteur;;;Arrière,Avant;Arrêté (hors stationnement),Même sens;;Véhicule,Véhicule;;Motocyclette > 125 cm3,VL seul;;Métropole
201500025017;2015-09-21T08:30:00+02:00;Rennes;15;09;21;08:30;Plein jour;En agglomération;Intersection en X;Normale;Deux véhicules – par le coté;35;238;35238;155, SAINT-MALO (RUE DE);4812263;-168422;35000;155;48.122805, -1.684394;;normale;;Bidirectionnelle;;99;0;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1991,1970;Féminin,Masculin;Se déplaçant,Se déplaçant;Blessé,Indemne;Autre,Ceinture;Non déterminable,Oui;;A01,B01;1,1;Conducteur,Conducteur;;Domicile – travail;Avant,Avant;Tournant A gauche,Sans changement de direction;;Véhicule,Véhicule;;VL seul,Bicyclette;;Métropole
201500025031;2015-10-02T07:35:00+02:00;Rennes;15;10;02;07:35;Crépuscule ou aube;En agglomération;Hors intersection;Normale;Deux véhicules – par l’arrière;35;238;35238;15, GUILLOUX (LOUIS);4811006;-169887;35000;15;48.110017, -1.699077;;normale;;Bidirectionnelle;;99;0;0;;0;3;Voie Communale;;Partie rectiligne;Sommet de côte;;Sur chaussée;1992,1991,1993;Féminin,Masculin,Féminin;Se déplaçant,Se déplaçant,Se déplaçant;Blessé,Indemne,Indemne;Ceinture,Ceinture,Ceinture;Oui,Oui,Oui;;B01,A01;1,1,2;Conducteur,Conducteur,Passager;;Promenade – loisirs,Promenade – loisirs,Promenade – loisirs;Arrière,Avant;Arrêté (hors stationnement),Même sens;;Véhicule,Véhicule;;VL seul,VL seul;;Métropole
201500025059;2015-10-23T12:10:00+02:00;Rennes;15;10;23;12:10;Plein jour;En agglomération;Hors intersection;Normale;Deux véhicules – par l’arrière;35;238;35238;80, COMBES (BD EMILE);4809537;-166290;35000;80;48.095339, -1.662837;;normale;;Bidirectionnelle;Banque cyclable;99;0;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1975,1960;Féminin,Masculin;Se déplaçant,Se déplaçant;Blessé,Indemne;Ceinture,Ceinture;Oui,Oui;;A01,B01;1,1;Conducteur,Conducteur;;Autre;Avant,Arrière;Même sens,Même sens;;Véhicule,Véhicule;;VL seul,VL seul;;Métropole
201500025076;2015-11-02T18:15:00+01:00;Saint-gregoire;15;11;02;18:15;Nuit sans éclairage public;Hors agglomération;Hors intersection;Normale;Autre collision;35;278;35278;R.N. 136;4814080;-168994;35760;136;48.134654, -1.692301;19;normale;;A chaussées séparées;;99;136;0;;0;4;Route Nationale;0;Partie rectiligne;Plat;;Sur chaussée;1988;Masculin;Se déplaçant;Blessé;Casque;Oui;;A01;1;Conducteur;;;;Entre 2 files;;;Sortie de chaussée sans obstacle;Motocyclette > 125 cm3;;Métropole
201500025081;2015-11-05T12:50:00+01:00;Rennes;15;11;05;12:50;Plein jour;En agglomération;Intersection en T;Normale;Deux véhicules – par le coté;35;238;35238;00, SAINTE FOIX (ROUTE);4810106;-172001;35000;00;48.099787, -1.723028;;mouillée;;Bidirectionnelle;;99;0;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1998,1967;Masculin,Masculin;Se déplaçant,Se déplaçant;Indemne,Blessé;Autre,Autre;Non déterminable,Non déterminable;;B01,A01;1,1;Conducteur,Conducteur;;Promenade – loisirs,Promenade – loisirs;Côté gauche,Avant;Traversant la chaussée,Sans changement de direction;;Véhicule,Véhicule;;Bicyclette,Bicyclette;;Métropole
201500025111;2015-11-20T08:25:00+01:00;Rennes;15;11;20;08:25;Crépuscule ou aube;En agglomération;Intersection en X;Pluie légère;Deux véhicules - frontale;35;238;35238;00, LOBINEAU;4809900;-168431;35000;00;48.099332, -1.684186;;mouillée;;;;00;0;0;;0;0;Voie Communale;;Partie rectiligne;Plat;;;1975,1965;Féminin,Féminin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Casque;Oui,Oui;;B01,A01;1,1;Conducteur,Conducteur;;;Avant;En s’insérant;;Véhicule,Véhicule;;Bicyclette,VL seul;;Métropole
201500025122;2015-11-30T17:00:00+01:00;Rennes;15;11;30;17:00;Plein jour;En agglomération;Intersection en X;Normale;Deux véhicules – par le coté;35;238;35238;00, BRETAGNE (PLACE DE);4810980;-168419;35000;00;48.109274, -1.684044;;normale;;Bidirectionnelle;;99;0;0;;0;2;Voie Communale;;;Plat;;Sur chaussée;1968,1983,1976;Féminin,Masculin,Féminin;Se déplaçant,Se déplaçant,Se déplaçant;Indemne,Indemne,Blessé;Ceinture,Ceinture,Ceinture;Oui,Oui,Non déterminable;;B01,A01;1,1,2;Conducteur,Conducteur,Passager;;Utilisation professionnelle,Promenade – loisirs;Avant,Avant gauche;Sans changement de direction,Sans changement de direction;;Véhicule,Véhicule;;Autocar,VL seul;1;Métropole
201500025126;2015-12-01T20:35:00+01:00;Rennes;15;12;01;20:35;Nuit avec éclairage public allumé;En agglomération;Hors intersection;Normale;Autre collision;35;238;35238;05, LE GUILLOUX (HENRI);4811525;-169887;35000;05;48.117016, -1.69597;;normale;;Bidirectionnelle;;99;0;104;;0;2;Voie Communale;;Partie rectiligne;Sommet de côte;;Sur chaussée;1988,1991,1977,1990,1995;Féminin,Masculin,Masculin,Féminin,Féminin;Se déplaçant,Se déplaçant,Se déplaçant,Se déplaçant,Se déplaçant;Blessé,Indemne,Blessé,Blessé,Blessé;Ceinture,Ceinture,Ceinture,Ceinture,Ceinture;Oui,Oui,Oui,Oui,Oui;;A01;1,3,4,5,2;Conducteur,Passager,Passager,Passager,Passager;;Utilisation professionnelle,Autre,Utilisation professionnelle,Utilisation professionnelle,Utilisation professionnelle;Avant;Sans changement de direction;;;Autre obstacle fixe sur chaussée;VL seul;;Métropole
201500024728;2015-02-20T09:40:00+01:00;Cesson-sevigne;15;02;20;09:40;Plein jour;En agglomération;Giratoire;Pluie légère;Deux véhicules - frontale;35;051;35051;00, ALLIES (BOULEVARD DE;4811417;-162077;35510;00;48.11523, -1.629276;;mouillée;;Bidirectionnelle;;99;0;0;;0;2;Voie Communale;;;Plat;Carrefour aménagé;Sur chaussée;1959,1985;Masculin,Féminin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Ceinture;Oui,Oui;;B01,A01;1,1;Conducteur,Conducteur;;Utilisation professionnelle,Promenade – loisirs;Avant droit,Avant;Sans changement de direction,Tournant A droite;;Véhicule,Véhicule;;VU seul 1,VL seul;;Métropole
201500024738;2015-01-13T05:10:00+01:00;Rennes;15;01;13;05:10;Nuit avec éclairage public allumé;En agglomération;Hors intersection;Pluie légère;Autre collision;35;238;35238;AVENUE MAGINOT;4810990;-166629;35000;;48.109842, -1.664092;;mouillée;;A sens unique;;99;;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1991;Féminin;Se déplaçant;Blessé;Ceinture;Non déterminable;;A01;1;Conducteur;;Domicile – travail;Avant;Sans changement de direction;;;Bordure de trottoir;VL seul;;Métropole
201500024767;2015-11-26T18:30:00+01:00;Saint-gregoire;15;11;26;18:30;Nuit sans éclairage public;Hors agglomération;Hors intersection;Normale;Sans collision;35;278;35278;00, RD 137;4813966;-169531;35760;00;48.1594, -1.690674;52;;;A chaussées séparées;;99;137;0;;0;4;Route Départementale;50;Partie rectiligne;Plat;Bretelle d’échangeur ou de raccordement;Sur chaussée;1992;Masculin;Se déplaçant;Blessé;Ceinture;Oui;;A01;1;Conducteur;;;;;;;;VL seul;;Métropole
201500024773;2015-02-05T14:30:00+01:00;Rennes;15;02;05;14:30;Plein jour;En agglomération;Hors intersection;Pluie légère;Autre collision;35;238;35238;18, RUE DE LA DONELI?RE;4813030;-168650;35000;18;48.105903, -1.68871;;mouillée;;;;99;;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1950,1985;Masculin,Féminin;Se déplaçant,Se déplaçant Sens inverse du véhicule;Indemne,Blessé;Ceinture;Oui;Sur chaussée - A + 50 m du passage piéton;A01;1;Conducteur,Piéton;Accompagné;Promenade – loisirs,Promenade – loisirs;Avant;Sans changement de direction;;Piéton;;VL seul;;Métropole
201500024780;2015-02-07T16:00:00+01:00;Rennes;15;02;07;16:00;Plein jour;En agglomération;Hors intersection;Normale;Deux véhicules – par le coté;35;238;35238;17, MAIL F.MITTERRAND;4810970;-168782;35000;17;48.109638, -1.688059;;normale;;Bidirectionnelle;Voie réservée;99;;0;;0;3;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1986,1961;Masculin,Masculin;Se déplaçant,Se déplaçant;Blessé,Indemne;Casque,Ceinture;Oui,Oui;;A01,B01;1,1;Conducteur,Conducteur;;Promenade – loisirs,Promenade – loisirs;Côté droit,Arrière gauche;Dépassant A gauche,Arrêté (hors stationnement);;Véhicule,Véhicule;;Scooter < 50 cm3,VL seul;;Métropole
201500024786;2015-12-11T19:45:00+01:00;Rennes;15;12;11;19:45;Nuit avec éclairage public allumé;En agglomération;Hors intersection;Normale;Autre collision;35;238;35238;00, LEMAISTRE (JEAN);4810632;-172018;35000;00;48.10537, -1.719787;;;;Bidirectionnelle;;99;0;0;;0;2;Voie Communale;;Partie rectiligne;Sommet de côte;;Sur chaussée;1984;Féminin;Se déplaçant;Blessé;Ceinture;Oui;;A01;1;Conducteur;;Autre;Avant;Sans changement de direction;;;Poteau;VL seul;;Métropole
